"text","score"
"@realDonaldTrump don't buckle Mr President. Mayor De blasio is wrong. Illegal is illegal",-4
"Dear @realDonaldTrump 

Step 1: Climb Trump Tower
Step 2: Jump Off
Step 3: See if Pence can catch you
Step 4: Fuck off, forever

#NeverTrump",-1
"@joshtpm @TPM And @realDonaldTrump can't nominate SC justices in his 4th and 8th year! I love that new rule!",2
"@realDonaldTrump #bullshit",-1
"@realDonaldTrump @nytimes Russia China North Korea... just to name a few",3
"RT @smilinganyway: #recall #deBlasio Embarrassed he protects criminals and #illegals instead of NY. @realDonaldTrump #nypd &amp;  New Yorkers d…",1
"#deBlasio not dealing with #NY traffic problems and #protestors #HowSad #Recall deBlasio  @realDonaldTrump",-2
"#deBlasio could care less about #Tyffany and #Gucci #Nice #OpenTheStreets #ccot @realDonaldTrump",1
"@foxnews @realdonaldtrump Trump is unique in that he has freedom respecting citizens bonding against him and his philosophy.  #onesickman",2
"@mcuban @realDonaldTrump  how to build the perfect White House. Bring in mathematicians, scientists, economists with no political agendas.",3
"#recall #deBlasio Embarrassed he protects criminals and #illegals instead of NY. @realDonaldTrump #nypd &amp;  New Yorkers deserve better",4
"@FoxNews @realDonaldTrump Starting cutting their Federal aid.",0
"Skip the criminal mayors Count on @Sheriff's and #DefundSanctuaryCities @SheriffClarke #SheriffJoeArpaio @GOP @realDonaldTrump",-1
"@ACLU as well as the  4th &amp; 8th Amendment, 1948 UDHR, 1966 ICCPR, State Const. , possibly the Privacy Act of 1974  @realDonaldTrump @VP",1
"@AnthonyMKreis @realDonaldTrump @nytimes #GetOverIt https://t.co/RumU0aqKK2",0
"@ChicagoPhotoSho @realDonaldTrump @nytimes I'm happy we've survived with classified information @HillaryClinton pos… https://t.co/6ruNvQJ0KM",1
"The rest of us are trying so hard. Does this mean it's ok to say ""Racist, misogynist, hate &amp; fear monger… https://t.co/rcYi0CDvdl",-4
"@realDonaldTrump @nytimes Don't forget @CNN too. Remember this ""reporting"" https://t.co/6Cl6nEW0In",0
"@TalexanderSteff @politico @realDonaldTrump or maybe a tattoo on the wrist?",0
"@realDonaldTrump @LadiesForTrump @nytimes i am loving this takedown of stupid new york times.... boycott all MSM",0
"@DerrSchnerr @realDonaldTrump @MSNBC I'm sure he's not, but he has to refute it, cuz they obviously are going to keep trying to misrepresent",-4
"@realDonaldTrump your never gonna make it dor a president",0
"@JohnKStahlUSA @USAHipster @realDonaldTrump",0
"@realDonaldTrump @nytimes you are the fool and you conned a lot of fools. Sad day for American values",-2
"I NEED LOTION ASAP @REALDONALDTRUMP https://t.co/goDA42t0DG",0
"@LordBlessU @CBSNews @realDonaldTrump love how facts always cause these people to block. Ignorant trumpkin",0
"@realDonaldTrump President Elect, I'm sure you are aware that @MSNBC is still insisting...https://t.co/wbdktdFGzs",0
"@LordBlessU @CBSNews @realDonaldTrump lol noooo I don't think you did idiot",-3
"@ramzpaul @realDonaldTrump I think it would be a good fit.",1
"@Snowden You really think @realDonaldTrump is the ultimate of evil?  His voters are petitioning him for your asylum.  HRC is a bigger threat",0
"@MSNBC Have you asked @realDonaldTrump about this directly, because everytime you say he has, he says he hasn't, lol!",0
"@realDonaldTrump Your over-justifications are exhausting. Do something productive. #NYTimes #notmypresident",1
"@realDonaldTrump @nytimes https://t.co/pYSI1kOOi2",0
"RT @DavesGrill: Thank you #DirtyHarry @EastwoodUSA #TrumpPresident @realDonaldTrump #MAGA https://t.co/9lqMCrkn4q",1
"@SpecialKMB1969 @ClassyLady4DJT @TheTrumpLady @RiggsReport @realDonaldTrump that was his way of politely flipping you off. Very transparent.",1
"RT @DavesGrill: Thank you #DirtyHarry @EastwoodUSA #TrumpPresident @realDonaldTrump #MAGA https://t.co/9lqMCrkn4q",1
"@LordBlessU @CBSNews @realDonaldTrump try again... 
https://t.co/iyXYqrUtAx",0
"RT @henery8th: IF ANYTHING HAPPENS TO @realDonaldTrump SO SHALL YE REAP !!!!!! https://t.co/VmpRy0kT7S",0
"RT @DavesGrill: Thank you #DirtyHarry @EastwoodUSA #TrumpPresident @realDonaldTrump #MAGA https://t.co/9lqMCrkn4q",1
"RT @DavesGrill: Thank you #DirtyHarry @EastwoodUSA #TrumpPresident @realDonaldTrump #MAGA https://t.co/9lqMCrkn4q",1
"RT @Moondizog: @realDonaldTrump The @nytimes is just bitter they suck at election predictions and reporting.",-1
"RT @DavesGrill: Thank you #DirtyHarry @EastwoodUSA #TrumpPresident @realDonaldTrump #MAGA https://t.co/9lqMCrkn4q",1
"@LordBlessU @CBSNews @realDonaldTrump lost the popular vote by a million. Sorry. Enjoy your dayb",1
"RT @jodiford1976: @PfeifferGeri @realDonaldTrump @AmericasTaken @MELANIATRUMP 
I pray you investigate this",0
"@realDonaldTrump i am not a yes man but I could help you in transition period",-1
"@DanScavino @realDonaldTrump you should have all your friends visit Trump Tower every day for lunch,  dinner, to confuse #TheObnoxiousPress",0
"@realDonaldTrump Just wanted to say how thankful you will be our new President!  Congratulations from a happy voter!",5
"Should the government have a power? Would you give that power to @HillaryClinton or @realDonaldTrump if not yes to both then it's NO",-1
"@Bikers4Trump @realDonaldTrump The old actors are the best of all. They don't make 'em the same anymore!",1
"@realDonaldTrump @nytimes I don't think anyone intelligent listens to the MSM anymore.  They lied about you before!",0
"Repealing/replacing #Obamacare just a #campaign spiel @AmandiOnAir ..@realDonaldTrump couldn't say ""add some fixes"" too detrimental",1
"@realDonaldTrump keep on calling these liberal news outlets out should of been done long ago glad to see someone with ball's.",1
"IF ANYTHING HAPPENS TO @realDonaldTrump SO SHALL YE REAP !!!!!! https://t.co/VmpRy0kT7S",0
"@StopTrumpBigly @realDonaldTrump : LOL! Awesome :D",1
"@FoxNews where were you when Bill met on the plane...Hills gets away with MURDER=you turn a blind eye, now you're mad @realDonaldTrump",-2
"RT @terrywhitneyMI: Given the globalist &amp; the #leftwing crazies  I fear for the safety of our president elect @realDonaldTrump https://t.co…",-1
"#NYT should just close it's doors. MT @realDonaldTrump not trying 2get ""toplevel securityclearance"" 4children...typically false news story.",-1
"@GreenLeafPub @realDonaldTrump @nytimes  In the crystal ball I see an Amway sales book and, what's that, a baitshop somewhere in BFE?",0
"Too bad @realDonaldTrump loves Putin so much. https://t.co/iVthgjDQFB",1
"Heroin addiction is up, people are dying: Why is a drug that could cure it still illegal?-@realDonaldTrump please! https://t.co/2rn4dUJqyg",0
"@BestOfRaps @realDonaldTrump wrong. We picked him. Satan wants Hillary the betrayer",-4
"@realDonaldTrump #POTUS ok so all eyes on you.... But you know better, you have lawyers and background in business… https://t.co/hbDcoGhXDT",2
"The FDA Now Officially Belongs to Big Pharma | Alternet-@realDonaldTrump PLEASE do something! Get him out! https://t.co/0O06AbGuZT",1
"@realDonaldTrump The @nytimes is just bitter they suck at election predictions and reporting.",-1
"RT @jaseif56: What a tub! @realDonaldTrump gotta let this choice fade. You know, act like you never did it in the first place! Come on man!…",2
"@realDonaldTrump are you STILL going on about the Times? Aren't your tiny little carrot thumbs tired?",-2
"@wanderinghell @realDonaldTrump",0
"@realDonaldTrump @mike_pence #MichiganMatters https://t.co/YEXlxoyF9a",0
"@KrisParonto @realDonaldTrump Agree!  Trump has a way of making weasels poke their heads out for us to see!",1
"RT @NRA2ndAmendment: PLEASE JOIN THE WINNING TEAM. The NRA was the only group that stood by Pres-elect @realDonaldTrump from the beginning.…",1
"PLEASE JOIN THE WINNING TEAM. The NRA was the only group that stood by Pres-elect @realDonaldTrump from the beginni… https://t.co/raTZkS3h8C",1
"RT @jaseif56: What a tub! @realDonaldTrump gotta let this choice fade. You know, act like you never did it in the first place! Come on man!…",2
"@realDonaldTrump CONGRATULATIONS!  Please take care with all of the death threats against you out there.",-1
"What a tub! @realDonaldTrump gotta let this choice fade. You know, act like you never did it in the first place! Co… https://t.co/GlqIdHAFwK",2
"@realDonaldTrump 

Considering how often you lie (24/7/365 +leap day) you're terrible at it.
#TrumpLies
#NeverTrump",-2
"@chaos_4ever @PoliticsToday_ @realDonaldTrump the blue represents the Democratic Party. Areas they won in.",1
"@realDonaldTrump @nytimes 

You're human garbage.

Signed,
The World
#NeverTrump",0
"@realDonaldTrump @cher cher where do you get your info....go trump finally someone with balls to get shit done",-2
"@evansiegfried @InsideCityHall @BilldeBlasio @realDonaldTrump Doesn't surprise me at all. Trump wants to be accepted by all of NYC.",1
"@realDonaldTrump You must shut down partisan news outlets promoting lies and stirring up demonstrations.",-3
"@megynkelly @realDonaldTrump Short answer: Absolutely!",0
"@kkennedy38 @DineshDSouza @realDonaldTrump @HillarysAmerica  The Clinton Foundation!  The Clinton Foundation!",0
"@realDonaldTrump https://t.co/l5IjyHQ9M0 dare you go out to eat with your family? U again miffed the press! Proud 2 call you my PRESIDENT!",1
"@realDonaldTrump @nytimes As far as I'm concerned, you're already acting more presidential and getting the job done than obama has in 8 yrs.",0
"@patrioticpepe @realDonaldTrump I bet you've never served in the military. Like dumbass Trump.",0
"@realDonaldTrump I don't expect truth from the media anymore. I don't give them any attention either.",0
"@SarahHuckabee @LindaSuhler @realDonaldTrump  He was too busy schmoozing with the likes of Oprah and that crowd.",1
"@realDonaldTrump the case for Trump to Pardon Wikileaks. Must see. Pres. TRUMP! Julian Assange should be pardoned.   https://t.co/0mrlFIKRgq",3
"@realDonaldTrump kys",0
"@DonaldTrump_Rev @EjHirschberger @DanScavino @realDonaldTrump @Reince @GOP @BreitbartNews @BreitbartVideo @DRUDGE_REPORT  WINNING TEAM <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>",1
"RT @rsuitor118: @Judgenap @realDonaldTrump Judge, we hope that DJT has a great job for you.  U r a brilliant man, honest, and full of integ…",4
"@Judgenap @realDonaldTrump Judge, we hope that DJT has a great job for you.  U r a brilliant man, honest, and full of integrity; &amp; Italian<ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>",4
"@CBSNews whatever schumer is good friends with @realDonaldTrump ... who is he kidding?",1
"@KGBVeteran @SelfGriswold @realDonaldTrump @nytimes I'm sure he let them know that there's a new sheriff in town.SA is testing Trump already",2
"Given the globalist &amp; the #leftwing crazies  I fear for the safety of our president elect @realDonaldTrump https://t.co/AXZHbpxJlY",-1
"@CNBCnow @Alyssa_Milano @realDonaldTrump so?",0
"@StephenBannon @Reince love to see @RonPaul have a cabinet position with President @realDonaldTrump administration.",1
"@charlescwcooke @seanmdav @washingtonpost @RandPaul &amp; @realDonaldTrump should talk. @mike_pence",0
"@realDonaldTrump @nytimes Don...steer the fucking car. You are the President elect now. No tweeting and driving. Too much to ask?",-1
"@davidaxelrod @RepChrisCollins @realDonaldTrump or maybe read a book?",0
"@FoxNews @realDonaldTrump do you blame Donald Trump The New York time is a sleaze paper look who works there Charles blow which is a racist",0
"@realDonaldTrump @nytimes OMG! Stop it! Take away his twitter!",0
"@NeilTurner_ @xyzzy73 @realDonaldTrump the chalkening lives.",0
"@charlescwcooke @seanmdav @washingtonpost -RG &amp; Bolton aren't diplomats but Iraq/Iran hawks. @realDonaldTrump should look elsewhere for SOS.",-1
"@realDonaldTrump  66,000 immigrants spread across OUR Armed Forces. You fought not to fight. Who should be deported now? #Notmycommander",-1
"Politics &amp; policies aside, the choosing of what media covers you is not who we are. Please keep intact the 4th esta… https://t.co/gDgqm3ssQP",-1
"RT @DeanDesign101: Before the campaign began everyone knew the rules, right? 

So @realDonaldTrump played exactly by the rules.
Didn't chea…",1
"@realDonaldTrump i need work horribly to support my son and i, transitioning cant happen any faster, pressure is at its highest with ins.",3
"@realDonaldTrump @nytimes @CoachKrause1 Mr. Trump, are you still in favor of term limits?",1
"@realDonaldTrump voters are just citizen voters.

@HillaryClinton voters are Blacks, Whites, rich, poor, Hispanic, Muslim, male, female etc",1
"@realDonaldTrump good morning Mr President. 
USMC
Grand River Band Of Ottawa Indians",1
"@MikeMcFeelyWDAY  didn't u listen to what #Trump2016 said about trade agreements. @realDonaldTrump wants to renegotiate the trade deals",1
"So MANY world leaders are praising @realDonaldTrump. They know he will be a Real leader and restore order in the world. #AmericaFirst",2
"@FoxNews @realDonaldTrump  DILLUSIONAL DONALD!",0
"@patrioticpepe @realDonaldTrump that moment when you remember that the US military is already the strongest military in the world.",1
"@rudepundit @realDonaldTrump @nytimes  he is a orange man who is way in over his head,in fact he starting to turn red.",-1
"@RanttNews @realDonaldTrump @nytimes keep the web presses rolling print media matters! <U+2764><U+FE0F>nytimes",0
"RT @stophrtngusa: @tgreene319 @realDonaldTrump The finalists are Miss Mysoginy, Miss Klan, Miss Twitter, Miss Warhawk and Miss Recession. O…",-6
"@KurtSchlichter Hey, @realDonaldTrump &amp; @StephenBannon: read it, print it out, and tack it to the door of every appointee. #Trump #MAGA",1
"@OnlineMagazin @CNN @MSNBC @FoxNews @FoxandFriends @realDonaldTrump @mike_pence @mitchellvii @Morning_Joe @GMA @60Minutes @FaceTheNation",0
"@realDonaldTrump Donald you need a strong voice on your behalf. I am the founder of ""Trump United"" a  National Coalition of Trump Supporters",3
"@realDonaldTrump @nytimes RUSSIA",1
"RT @Travelmimi222: @realDonaldTrump @nytimes We don't believe what that rag is spewing! #WeTrustTrump<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>",-1
"@realDonaldTrump spews hate every chance he gets. He feeds fear, racism, intolerance and bigotry.He will reap every… https://t.co/1xMsG3kjvo",-5
"@realDonaldTrump @mike_pence Ralph Peters &amp; John McCain undermining you on TV today, Big League! Drain that Swamp! WATCH YOUR SIX #traitors",-2
"@realDonaldTrump @nytimes  <ed><U+00A0><U+00BD><ed><U+00B6><U+0092> GREAT JOB Pres. Trump",2
"@realDonaldTrump @nytimes  An episode of Twilight Zone is the story of the NYTimes.  Replace ""Wordsworth"" with NYT  https://t.co/8LhEs1tLza",0
"@DeniseVlogs @realDonaldTrump @nytimes Blindly following and believing everything you read/hear from MSM is never good!",1
".@wjrradio - @FoxNews reports that @PPACT through their surrogate #CommunityOutreachGroup is helping to fund anti-@realDonaldTrump protests.",0
"@realDonaldTrump Good thing, your voters are smart enough to distinguish the lies of the media, Rob Grim for head of DHS!",1
"@realDonaldTrump, no decent human being would gladly work for you, unless you were decent. I would not.
https://t.co/fUQnh2o5jJ",4
"@realDonaldTrump @nytimes  Nobody out here is listening to the NYTimes anymore anyway. It is actually a relic representing the obsolete past",-1
"@realDonaldTrump You Jest!!!!",0
"@realDonaldTrump ate dinner. He ate meat. He ate meat without inviting rabid media disruption. Ipso facto unfit to be inaugurated",-3
"@realDonaldTrump @nytimes received",0
"@Patrickesque @realDonaldTrump @nytimes the college students throwing fits over this should save their money for tuition not travel to D.C.",-1
"@realDonaldTrump @demandrichard @nytimes stop tweeting! DJT",0
"@TIME bah, more Chinese propaganda. What do Scientists know? <ed><U+00A0><U+00BD><ed><U+00B1><U+0080> Right? @realDonaldTrump #GrabThemByTheAntlers",1
"any #irony here? seems left was saying same about @realDonaldTrump #justsaying https://t.co/ONBnQR5BTv",-1
"RT @DeborahRogan: @realDonaldTrump @PrisonPlanet https://t.co/C7NXcVApH1",0
"@SueinRockville just heard you on @SMShow, I'm doing it. @realDonaldTrump #Hillarywon",1
"@Trump_World @realDonaldTrump @LouDobbs https://t.co/nmvNq7YcOh",0
"@JKTechy @realDonaldTrump @RufusKings1776 and you are one delusional mess #MAGA",-2
"@realDonaldTrump The dollar has hit a 14 year high against many currencies today (still am here).  You are already making positive changes!",1
"@DeniseVlogs @realDonaldTrump @nytimes MSM lies and is corrupt as hell",-3
"RT @Vet4trump16: @realDonaldTrump @karlak916 
<U+2668>Sad,because it's true<U+2668> https://t.co/vRe1L1Vpuh @BarackObama @TheDemocrats",0
"@realDonaldTrump @nytimes Nope never will.",0
"RT @usa_dmc: @theglobaluniter @realDonaldTrump #WorstPresidentEver knew exactly what was going on. He is just as guilty if not more. #LockH…",-1
"@Patrickesque @realDonaldTrump @nytimes  anything thrown ..will almost certain get them shot......think before speaking",0
"Media already trying to take down @realDonaldTrump https://t.co/QqlZnRUOH2",-1
"@realDonaldTrump @nytimes Go gett'em #PresidentTrump!",0
"@StopTrumpBigly @realDonaldTrump 
So are a lot of things we buy",0
"@realDonaldTrump You need to stop these type of tweets. The New York Times will fail and go out of business.",0
"@realDonaldTrump as someone who voted for you... stop stooping down to their levels You're to busy let the media get to you.wake the fuck up",-4
"@realDonaldTrump effect the WORLD going forward for many years to come.  Please, only the best for ""US"" - Thank you and may GOD be with you",2
"@realtordotcom @realDonaldTrump  WH is how many hundred yrs old?",0
"@realDonaldTrump Thank you for taking time needed to pick the BEST people for the respected posts.  The decisions you will make - will .....",2
"@wpjenna @DGiant @realDonaldTrump Then don't ditch presidential reporting pool",1
"@realDonaldTrump  they are feeling everything slip, and aren't changing so they continue to get the same results. By def. they're insane.USA",0
"@fxnopinion @foxnewspolitics @ChristianWhiton @realDonaldTrump @FoxNews https://t.co/rYpIxXcLEA",0
"RT @Willabray5286: @LouDobbs @realDonaldTrump @YahooCanada @EricTrump  It just gets better and better... <U+2764>",7
"RT @DeplorableDee: @FoxNews @realDonaldTrump https://t.co/WLtRcl9jV4",0
"@realDonaldTrump Stop. https://t.co/M3RFF7Om8z",0
"@KellyO says @realDonaldTrump needs ""Companions"". New category for family?",1
"@realDonaldTrump Mr. President-elect Trump. I want to say I admire your directness &amp; if you do what you promise then you're the answer.",3
"@davidaxelrod @RepChrisCollins @realDonaldTrump Start with playdough and see what happens.",0
"RT @DeplorableDee: @FoxNews @realDonaldTrump https://t.co/WLtRcl9jV4",0
"@realDonaldTrump The President Apprentice",0
"@realDonaldTrump this is why presidents don't tweet, it's causing more division, do you ever read the replies?",0
"@realDonaldTrump get your children that clearance, better to have and not need, than have an inadvertent exposure of classified info.",2
"@LouDobbs @realDonaldTrump @YahooCanada @EricTrump  It just gets better and better... <U+2764>",7
"@kgbt @moon_caputt @realDonaldTrump Ihope they are locked up for a LONG time.",0
"RT @DeplorableDee: @FoxNews @realDonaldTrump https://t.co/WLtRcl9jV4",0
"@realDonaldTrump LOL",0
"@realDonaldTrump @nytimes twit elect, delete your account",0
"@realDonaldTrump President Trump (boy it's awesome to say that!) I trust you, you do what's right, I'm behind you!",4
"RT @tquick67675: @Maximus_Paulus @bowenswharf @fhonse1 @realDonaldTrump @terrymendozer @EversFam <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",0
"@patrioticpepe @realDonaldTrump he's not even building a wall",-1
"RT @DeplorableDee: @FoxNews @realDonaldTrump https://t.co/WLtRcl9jV4",0
"@realDonaldTrump what he means is the racist electoral system gave him a win, the rest of America lost",-1
"@realDonaldTrump like you didn't already plan to ditch the minorities on your campaign team, your cabinet is the epitome of racist america",0
"@FoxNews @realDonaldTrump https://t.co/WLtRcl9jV4",0
"@iAmFreedomMan @WhiteHouse @OANN @realDonaldTrump @GOP great picture",1
"@realDonaldTrump 2016 election, the one we ALL lost",-1
"@realDonaldTrump ethics matter listen to the people who know. Please. Your alt rt choice, no.",0
"@realDonaldTrump My son and I want to work for you.",1
"@realDonaldTrump stop with the neocons &amp; lobbyist #DrainTheSwamp",0
".@realDonaldTrump @SenateMajLdr @MikePenceVP Do not have a holiday recess long enough for @POTUS to sneak in a #SCOTUS recess appointment.",-1
"@Muddshark @EJDionne @realDonaldTrump Those things are in place so the people of WY cannot be ignored by the ignorant people of CA.",-1
"@tgreene319 @realDonaldTrump The finalists are Miss Mysoginy, Miss Klan, Miss Twitter, Miss Warhawk and Miss Recession. On to the swimsuits.",-6
"@realDonaldTrump arrest George soros when president for  treason then turn him over to Putin &amp; we'll get allies in Russia and respect #MAGA",2
"@realDonaldTrump @nytimes Wow. So NOT presidential. I'm embarrassed for my country.",1
"@Harlan @D2243 @realDonaldTrump @PrisonPlanet :)",0
"Went 2 @realDonaldTrump Gloating Party yesterday! I can't STOP smiling @DiamondandSilk https://t.co/U9tR6r1F8e",1
"@MitchFreimark @realDonaldTrump Like Wikileaks! <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",1
"Thanks @realDonaldTrump bc now I wake up every AM lookn 4ward to a great day! 1st time on 8 years #AmericaFirst #MAGA I <U+2764><U+FE0F>Pres-elect",1
"That we did! @realDonaldTrump https://t.co/P9p1vJzDO6",0
".@realdonaldtrump - Mr.President I love the way you ditched the lame stream press. They hate you more now but they never were for you!!",-2
"@nytimes Owned by Mexican billionaire!! 
RAG RAG RAG
@realDonaldTrump 
#WeTrustTrump<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8> https://t.co/qreVXtaCyz",0
"@benshapiro @realDonaldTrump LOL!",0
"#wordsMatter @realDonaldTrump #freespeech #actionsspeak 
Showing love: 100 gather for unity demonstration in Holland https://t.co/8AUQyr318f",2
"RT @Jrue616: @realDonaldTrump make America brown again",0
"https://t.co/DxwYSueucA @realDonaldTrump @KidRock",0
"@realDonaldTrump @nytimes wow....I have no words. What a child.",0
"RT @JimPowersjpp: @davidiansimpso3 @realDonaldTrump @infidel_murdoc @Non_MSM_News @gatewaypundit @DonWulfy718 @DarrahValentine @DanScavino…",0
"@realDonaldTrump @nytimes how do they get away with this?? Just going to hope this is really you Mr. Trump.  Only following Donald J. Trump.",4
"RT @DeanDesign101: @Harlan @Kacy1000 @realDonaldTrump I just love that Trump proved if you never give up, despite ALL opposition, you can W…",2
"RT @DeborahRogan: @realDonaldTrump @PrisonPlanet https://t.co/C7NXcVApH1",0
"@realDonaldTrump @nytimes  is a SMUT PAPER <ed><U+00A0><U+00BD><ed><U+00B1><U+00B9>
. Full of lies.. our subscription was cancelled in 2001 due to their integrity",-2
"@realDonaldTrump @PrisonPlanet https://t.co/C7NXcVApH1",0
"RT @Montana0323: @davidiansimpso3 @realDonaldTrump I don't believe she got more votes. If she did, it was because of illegals.",1
"@realDonaldTrump @nytimes who? Name one. Putin doesn't count.",1
"As much as #dems and #TrumpProtesters want @realDonaldTrump to fail, SORRY! #TRUMP will #MAGA",-1
"@smerconish @BreitbartNews @StephenBannon @realDonaldTrump yes",0
"RT @Montana0323: @davidiansimpso3 @realDonaldTrump I don't believe she got more votes. If she did, it was because of illegals.",1
"RT @DeborahRogan: RT. @realDonaldTrump https://t.co/HOJL5y8mKV",0
"@realDonaldTrump Yes. Please keep tweeting. Great way to counter media lies and stay connected to your citizens!",0
"@realDonaldTrump @DonaldJTrumpJr @jaredkushner @mike_pence @EricTrump Don't forget! https://t.co/58zJ1EU01p",0
"RT @Travelmimi222: @realDonaldTrump @nytimes We don't believe what that rag is spewing! #WeTrustTrump<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>",-1
"@realDonaldTrump you didn't even understand what the Electoral College was while you were running BTW you did campaign in Florida Big League",1
"#draintheswamp ? More like RESTOCKING the swamp! Come on @realDonaldTrump, we were hoping you'd do something amazing. SAD!",2
"@MattWalshBlog @realDonaldTrump @nytimes Yep. People still waiting for a pivot should realize it is not coming.",-1
"RT @HoganRob: @KSTAR102TALK @realDonaldTrump the establishment and #DemocratDonald would love to get A conservative road block out of Congr…",0
"@realDonaldTrump @NewDay @nytimes donald you are on the job for taxpayer's now quit tweeting to protect your image.… https://t.co/BEbtMQI6H2",1
"RT @Travelmimi222: @realDonaldTrump We trust your instincts! #PresidentTrump<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>",1
"RT @DeborahRogan: RT. @realDonaldTrump https://t.co/HOJL5y8mKV",0
"@davidiansimpso3 @realDonaldTrump I don't believe she got more votes. If she did, it was because of illegals.",1
"@Cernovich @transition2017 @realDonaldTrump @samsteinhp Hell yes! Loved it. Now let's see him get our internet back",0
"RT @DLHay: @sandyherr2 @AuntyNeville664 @JamesOKeefeIII @PrisonPlanet @LesleyRStahl @realDonaldTrump @PVeritas_Action Lol",0
"RT @JimPowersjpp: @davidiansimpso3 @realDonaldTrump @infidel_murdoc @Non_MSM_News @gatewaypundit @DonWulfy718 @DarrahValentine @DanScavino…",0
"@realDonaldTrump why would you do that
If thats the case you should take the President salary and pay for security..",0
"RT @JimmyK_23: @realDonaldTrump the @nytimes is going go out of business.",0
"@realDonaldTrump @nytimes and u sir look like a child not letting it go. #growup #uwon #crybaby",0
"@daddybusa13 @realDonaldTrump @NetworksManager @PrisonPlanet We always knew it was the opposite. Deeply disturbing to me.",-1
"@KSTAR102TALK @realDonaldTrump the establishment and #DemocratDonald would love to get A conservative road block out of Congress.",0
"RT. @realDonaldTrump https://t.co/HOJL5y8mKV",0
".@realDonaldTrump skin. So thin. Extremely thin. The thinnest. https://t.co/wlfAYRRb29",0
"@realDonaldTrump @nytimes Macri  is like you a millionaire who  wants to make Argentina a Big  Country again!!! Help Him!!",3
"@brianstelter @realDonaldTrump @nytimes He has to do your job because you won't do it properly.",1
"@realDonaldTrump @nytimes BTW should turn off the bots, they're spewing nonsense pre- election stuff. Lazy management of your account",-3
"RT @PatrickArnold6: @realDonaldTrump Congrats on win! Question If a Veteran needed help from you, who would I contact?You can have someone…",2
"@KeithOlbermann @realDonaldTrump 3 Million illegals voted.  Clinton DID NOT win the popular vote.",2
"@realDonaldTrump the @nytimes is going go out of business.",0
"@realDonaldTrump @NetworksManager freedom of speech targeted because of Trump victory? https://t.co/Tz8Qp9Zwxh",3
"@realDonaldTrump this is not a beauty pageant, shows how incapable you are of being presidential. this is like a real life horrible tv show",1
"@un9901 Your hallucination is noted. @realDonaldTrump",-1
"@corygfitness @realDonaldTrump is it cool cory? really? like how? cool that he wastes his time on vendettas? jw",3
"@Miz_Gulch @JaredWyand @dromografosNews @realDonaldTrump well Obama started w the apology tour, so maybe he's doing it again? What a waste!",0
"@realDonaldTrump @nytimes please don't forget Argentina,I vote for you and i trust you ,i am Argentina and love my president Macri help him!",4
"@Morning_Joe  @MSNBC @NHJennifer Yeah..let's give @realDonaldTrump time...to tweet more. #HilariouslyStupidStatement",0
"@realDonaldTrump @nytimes your tweets are juvenile You should be hiring people, approx 63 a day. Get working, I'm paying your salary now!",0
"RT @PatrickArnold6: @realDonaldTrump Congrats on win! Question If a Veteran needed help from you, who would I contact?You can have someone…",2
"Thanks @realDonaldTrump , you asshole! https://t.co/lYwR5vXL1n",0
"@realDonaldTrump <ed><U+00A0><U+00BD><ed><U+00B2><U+00B5> This tweet requires to be a Billionaire president elect to view <ed><U+00A0><U+00BD><ed><U+00B2><U+00B5>. #Makeamericagreatagain",0
"@realDonaldTrump Sir, please you're our PEOTUS -No need to engage on tweeter refuting the @nytimes. It's beneath you!",-1
"@SenWarren The very same Wall Street elites who backed &amp; voted for Clinton in the general election, right Liz? @woodhouseb @realDonaldTrump",1
"@realDonaldTrump @nytimes https://t.co/8iZuY68mvl",0
"@Melancholalia @rickygervais @realDonaldTrump You don't get it. He's a narcissist. He's great, he succeeds in everything, just ask him! <ed><U+00A0><U+00BD><ed><U+00B8><U+0089>",3
"RT @Travelmimi222: @realDonaldTrump @nytimes We don't believe what that rag is spewing! #WeTrustTrump<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>",-1
"@realDonaldTrump @nytimes #BabyTalk",0
"RT @Travelmimi222: @realDonaldTrump @nytimes We don't believe what that rag is spewing! #WeTrustTrump<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>",-1
"@KLSouth @consmover  @realDonaldTrump Plz Defund Sancuary Cities... Taxpayers should NOT have to pay to hide criminals..",-1
